0.97894181,1.776808301,1.228525309
0.144073525,0.869194563,0.587468282
0.583555442,0.304965306,0.039999079
0.141553928,0.620404804,0.15338152
1.548937819,0.248845843,0.76431334
0.295934807,0.775131857,1.596309084
1.892418978,1.365509677,0.227316712
0.181923602,0.819405769,0.251378235
1.254461757,3.659085924,0.769751374
0.238460715,0.019710446,3.226696432
0.070968336,0.211569507,0.312203389
1.348141582,1.306686075,0.166335968
0.29907878,0.844536306,0.789649373
1.908590192,0.584726713,1.743332087
2.051237667,0.091936653,0.178792048
0.90589482,0.027647415,0.501541302
0.058863131,0.089384365,0.183517741
0.035572196,0.116096036,0.64520182
0.027098264,1.391359973,0.98401126
1.108626522,0.306225691,0.479478015
0.06871959,0.504362634,1.749514549
0.312512993,0.090398224,3.061375158
1.260920252,1.910933328,2.459545146
0.224774336,0.320435399,1.136698452
0.102124256,0.483336265,0.748962013
0.206060758,1.796819944,0.324054588
2.68088837,2.202454172,1.120684415
1.264323003,1.88409093,1.100552105
2.943527669,1.726504512,0.109522244
0.959388788,0.370424156,0.636345751
0.062073898,1.615948412,1.125314086
1.271665429,2.32169439,2.421482502
0.684224915,0.226799443,2.520263588
1.394384831,0.379447513,1.565727296
0.497115259,0.386615619,3.8838078
0.059996109,0.512705762,1.544790616
2.051409656,0.018341906,0.646587451
4.277267954,0.347112813,0.373724996
0.284740294,0.440668264,0.333921154
0.294991164,0.059846917,1.126750376
0.128220151,0.995860469,0.989648939
0.187497974,0.603997674,1.270156852
0.45585329,1.718045271,1.207104584
1.123354657,1.954565537,0.514971983
0.818431959,1.072775237,0.305126452
0.091264338,0.562471752,0.692797636
0.161566183,3.029257119,1.117430159
1.420830704,1.813886034,4.344860773
0.062153314,0.323657912,0.392228105
1.504130091,1.7756723,1.837355083
0.492498282,0.889400748,0.726183908
0.220133123,1.343610373,0.212322955
0.52529984,2.437692953,0.477276763
0.238698901,1.600211885,0.166817977
0.086370962,1.383538339,0.339261988
1.275147413,0.834318337,0.137423033
0.862235724,0.914397022,1.389059853
0.606722435,0.64456492,0.616502013
0.693740775,0.878732231,0.208918225
0.178793696,0.005912495,0.044416697
0.538162063,1.749508837,0.80448485
5.575281069,1.077143984,0.745482478
4.547999997,0.349527712,0.3716314
2.812357302,1.215640499,0.964427649
0.165928865,1.344531804,0.17470546
0.580995345,0.757184647,2.097770581
0.306400906,0.507495321,0.184074511
0.530128883,3.664287683,0.834647368
0.00085926,0.002610886,0.885141256
1.171068816,0.730346229,0.140286339
0.00440065,0.165469411,0.864746491
2.945928926,4.454380228,0.432145159
0.628228509,2.231168038,1.745930673
0.166036582,0.899171905,1.70570777
1.297278637,1.018390578,0.727561332
1.464862232,0.314058558,1.220197862
